,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted_encoded,department_encoded,region_encoded,education_encoded,gender_encoded,recruitment_channel_encoded,is_promoted
43827,73272,Procurement,region_7,Bachelor's,F,sourcing,1,30,3.0,4,0,69.0,0,5,31,0,0,2,No
43829,39052,Operations,region_20,Bachelor's,F,other,1,36,3.0,5,0,60.0,0,4,12,0,0,0,No
43831,3731,Analytics,region_7,Master's & above,F,other,1,35,5.0,3,0,85.0,1,0,31,2,0,0,Yes
43835,35371,Sales & Marketing,region_25,Master's & above,M,sourcing,1,34,5.0,3,0,52.0,0,7,17,2,1,2,No
43841,8217,Sales & Marketing,region_16,Master's & above,M,other,1,41,5.0,5,0,48.0,0,7,7,2,1,0,No
43844,2820,Analytics,region_15,Bachelor's,M,other,1,41,5.0,10,0,85.0,0,0,6,0,1,0,No
43848,72281,Analytics,region_29,Bachelor's,M,referred,1,27,5.0,2,0,83.0,0,0,21,0,1,1,No
43849,23763,Analytics,region_28,Bachelor's,M,sourcing,1,34,4.0,6,0,81.0,0,0,20,0,1,2,No
43850,33356,Finance,region_2,Bachelor's,F,other,1,33,2.0,7,0,60.0,0,1,11,0,0,0,No
43851,52366,Operations,region_7,Master's & above,M,other,1,43,4.0,5,0,54.0,0,4,31,2,1,0,No
43853,10540,Procurement,region_29,Master's & above,M,other,1,35,3.0,3,0,70.0,0,5,21,2,1,0,No
43854,48134,Sales & Marketing,region_2,Master's & above,M,referred,1,33,5.0,3,0,51.0,0,7,11,2,1,1,No
43855,71716,Procurement,region_11,Master's & above,M,other,1,38,3.0,8,0,69.0,0,5,2,2,1,0,No
43860,53234,Operations,region_2,Bachelor's,F,other,1,56,5.0,11,0,60.0,0,4,11,0,0,0,No
43862,22307,Technology,region_13,Bachelor's,M,sourcing,1,40,5.0,10,0,78.0,0,8,4,0,1,2,No
43869,61729,Sales & Marketing,region_12,Bachelor's,M,sourcing,1,33,5.0,5,0,51.0,0,7,3,0,1,2,No
43871,26279,HR,region_2,Master's & above,F,other,1,31,4.0,4,0,49.0,0,2,11,2,0,0,No
43872,62064,Finance,region_22,Master's & above,M,other,1,41,4.0,5,0,57.0,0,1,14,2,1,0,No
43873,52227,Sales & Marketing,region_32,Bachelor's,F,sourcing,1,27,3.0,3,0,48.0,0,7,25,0,0,2,No
43874,51914,Sales & Marketing,region_2,Bachelor's,F,sourcing,1,33,3.0,9,0,46.0,0,7,11,0,0,2,No
43875,38915,Procurement,region_7,Bachelor's,M,sourcing,1,42,3.0,9,0,67.0,0,5,31,0,1,2,No
43876,38050,Procurement,region_17,Bachelor's,M,other,1,36,5.0,7,0,84.0,1,5,8,0,1,0,Yes
43877,19745,Technology,region_23,Bachelor's,M,sourcing,1,30,3.0,4,0,79.0,0,8,15,0,1,2,No
43879,63558,Sales & Marketing,region_15,Bachelor's,F,sourcing,1,29,3.0,2,0,52.0,0,7,6,0,0,2,No
43880,69388,Finance,region_15,Bachelor's,F,other,1,30,3.0,1,0,62.0,0,1,6,0,0,0,No
43881,10638,Operations,region_6,Bachelor's,F,sourcing,1,26,3.0,2,0,57.0,0,4,30,0,0,2,No
43883,60283,Procurement,region_2,Master's & above,M,sourcing,1,36,3.0,8,0,71.0,0,5,11,2,1,2,No
43884,47135,Sales & Marketing,region_22,Bachelor's,M,sourcing,1,34,5.0,6,0,49.0,0,7,14,0,1,2,No
43888,16604,Finance,region_7,Bachelor's,M,other,1,28,3.0,3,0,58.0,0,1,31,0,1,0,No
43889,42763,Sales & Marketing,region_22,Bachelor's,M,sourcing,1,35,3.0,7,0,49.0,0,7,14,0,1,2,No
43891,71634,Procurement,region_7,Master's & above,M,other,1,39,2.0,5,0,70.0,0,5,31,2,1,0,No
43892,18321,Sales & Marketing,region_2,Master's & above,M,other,1,55,5.0,14,0,48.0,0,7,11,2,1,0,No
43895,12136,Finance,region_22,Bachelor's,M,other,1,34,4.0,10,0,59.0,0,1,14,0,1,0,No
43897,43678,Sales & Marketing,region_26,Bachelor's,M,sourcing,1,24,5.0,2,0,49.0,0,7,18,0,1,2,No
43898,36786,Sales & Marketing,region_5,Bachelor's,M,other,1,32,3.0,7,0,53.0,0,7,29,0,1,0,No
43899,50694,Sales & Marketing,region_22,Bachelor's,M,other,1,40,4.0,9,0,50.0,0,7,14,0,1,0,No
43900,44380,Operations,region_22,Bachelor's,M,sourcing,1,33,3.0,2,0,58.0,0,4,14,0,1,2,No
43902,72336,Sales & Marketing,region_2,Bachelor's,F,sourcing,1,39,4.0,4,0,44.0,0,7,11,0,0,2,No
43904,51733,Analytics,region_15,Master's & above,M,sourcing,1,40,4.0,13,0,86.0,0,0,6,2,1,2,No
43905,55362,Sales & Marketing,region_17,Bachelor's,M,other,1,30,3.0,5,0,55.0,0,7,8,0,1,0,No
43910,75736,Analytics,region_22,Bachelor's,F,sourcing,1,28,3.0,3,0,82.0,1,0,14,0,0,2,Yes
43912,40303,Sales & Marketing,region_19,Bachelor's,M,other,1,36,3.0,3,0,48.0,0,7,10,0,1,0,No
43913,39202,Technology,region_2,Master's & above,F,other,1,44,5.0,15,0,75.0,0,8,11,2,0,0,No
43914,77636,Sales & Marketing,region_7,Bachelor's,M,other,1,37,4.0,10,0,50.0,0,7,31,0,1,0,No
43915,53920,Operations,region_19,Master's & above,M,other,1,32,4.0,2,0,58.0,0,4,10,2,1,0,No
43916,36783,Technology,region_26,Master's & above,M,sourcing,1,56,4.0,12,0,81.0,0,8,18,2,1,2,No
43918,67108,R&D,region_22,Bachelor's,M,other,1,43,2.0,2,0,87.0,0,6,14,0,1,0,No
43919,16246,Operations,region_27,Bachelor's,M,sourcing,1,41,4.0,7,0,60.0,0,4,19,0,1,2,No
43921,22451,Sales & Marketing,region_21,Bachelor's,M,other,1,32,4.0,7,0,50.0,0,7,13,0,1,0,No
43922,38708,Finance,region_11,Bachelor's,M,sourcing,1,28,5.0,4,0,63.0,0,1,2,0,1,2,No
43924,39173,Technology,region_2,Bachelor's,F,other,1,35,3.0,9,0,92.0,1,8,11,0,0,0,Yes
43925,32247,Sales & Marketing,region_2,Bachelor's,F,sourcing,1,38,3.0,9,0,65.0,1,7,11,0,0,2,Yes
43927,16567,Sales & Marketing,region_27,Bachelor's,M,sourcing,1,24,5.0,2,0,48.0,0,7,19,0,1,2,No
43930,28460,Sales & Marketing,region_7,Bachelor's,M,sourcing,1,38,3.0,7,1,51.0,0,7,31,0,1,2,No
43931,13591,Technology,region_13,Bachelor's,F,other,1,53,3.0,11,0,79.0,0,8,4,0,0,0,No
43932,76083,HR,region_2,Bachelor's,F,referred,1,36,4.0,5,0,53.0,0,2,11,0,0,1,No
43934,16754,Procurement,region_29,Bachelor's,F,other,1,28,5.0,5,0,69.0,0,5,21,0,0,0,No
43935,365,HR,region_2,Bachelor's,F,sourcing,1,32,5.0,9,0,51.0,1,2,11,0,0,2,Yes
43936,18244,Procurement,region_22,Bachelor's,M,other,1,38,4.0,9,0,66.0,0,5,14,0,1,0,No
43938,41902,Legal,region_2,Master's & above,F,sourcing,1,53,3.0,2,0,58.0,0,3,11,2,0,2,No
43939,35867,Sales & Marketing,region_4,Bachelor's,M,other,1,26,3.0,3,0,50.0,0,7,28,0,1,0,No
43940,40711,Finance,region_31,Bachelor's,M,other,1,25,3.0,3,0,62.0,0,1,24,0,1,0,No
43942,30589,Procurement,region_12,Bachelor's,M,sourcing,1,28,4.0,3,0,71.0,0,5,3,0,1,2,No
43943,74641,Technology,region_13,Bachelor's,M,other,1,38,3.0,9,0,80.0,0,8,4,0,1,0,No
43944,28023,Operations,region_15,Bachelor's,F,other,1,39,2.0,9,0,57.0,1,4,6,0,0,0,Yes
43945,57155,R&D,region_11,Master's & above,M,sourcing,1,26,3.0,3,0,82.0,0,6,2,2,1,2,No
43946,74392,Sales & Marketing,region_5,Bachelor's,M,sourcing,1,31,2.0,7,0,48.0,0,7,29,0,1,2,No
43947,47036,Operations,region_22,Bachelor's,M,referred,1,26,5.0,3,0,57.0,1,4,14,0,1,1,Yes
43952,4419,Technology,region_28,Master's & above,F,sourcing,1,41,3.0,8,0,79.0,0,8,20,2,0,2,No
43954,13502,Sales & Marketing,region_2,Bachelor's,M,other,1,42,4.0,12,0,53.0,0,7,11,0,1,0,No
43956,27080,Operations,region_4,Bachelor's,F,sourcing,1,34,3.0,5,0,73.0,1,4,28,0,0,2,Yes
43957,60523,Operations,region_7,Master's & above,M,other,1,42,4.0,4,0,60.0,0,4,31,2,1,0,No
43958,28440,Technology,region_19,Bachelor's,M,other,1,41,5.0,4,0,80.0,0,8,10,0,1,0,No
43960,57958,Procurement,region_2,Bachelor's,F,referred,1,37,3.0,9,0,69.0,0,5,11,0,0,1,No
43961,43094,HR,region_32,Bachelor's,F,other,1,35,3.0,2,0,49.0,0,2,25,0,0,0,No
43963,61499,Operations,region_4,Master's & above,F,other,1,36,5.0,5,0,64.0,0,4,28,2,0,0,No
43964,36950,Sales & Marketing,region_26,Bachelor's,M,other,1,44,4.0,14,0,49.0,0,7,18,0,1,0,No
43965,1972,Technology,region_14,Bachelor's,M,other,1,32,2.0,6,0,74.0,0,8,5,0,1,0,No
43966,59657,Sales & Marketing,region_15,Bachelor's,M,other,1,35,2.0,10,0,51.0,0,7,6,0,1,0,No
43971,32070,Finance,region_22,Bachelor's,M,other,1,30,4.0,6,0,59.0,0,1,14,0,1,0,No
43972,10940,Analytics,region_29,Master's & above,M,other,1,33,4.0,9,0,99.0,1,0,21,2,1,0,Yes
43974,49908,Technology,region_5,Bachelor's,M,other,1,37,3.0,3,0,81.0,0,8,29,0,1,0,No
43975,17780,Technology,region_22,Bachelor's,M,referred,1,30,5.0,3,0,79.0,0,8,14,0,1,1,No
43977,1838,Operations,region_19,Bachelor's,M,other,1,40,5.0,13,0,60.0,0,4,10,0,1,0,No
43978,61671,Procurement,region_17,Bachelor's,F,other,1,50,5.0,7,0,66.0,0,5,8,0,0,0,No
43979,43770,Technology,region_2,Bachelor's,M,referred,1,26,4.0,2,0,79.0,0,8,11,0,1,1,No
43981,55402,Operations,region_27,Bachelor's,M,other,1,40,4.0,9,0,63.0,0,4,19,0,1,0,No
43982,3057,Sales & Marketing,region_7,Master's & above,M,other,1,44,3.0,6,0,51.0,0,7,31,2,1,0,No
43983,73976,Sales & Marketing,region_18,Bachelor's,M,other,1,38,3.0,10,0,54.0,0,7,9,0,1,0,No
43985,45041,Procurement,region_26,Bachelor's,F,sourcing,1,35,3.0,6,0,71.0,0,5,18,0,0,2,No
43987,49901,Sales & Marketing,region_21,Bachelor's,M,other,1,35,4.0,5,0,52.0,0,7,13,0,1,0,No
43988,51037,Operations,region_26,Bachelor's,F,other,1,32,2.0,6,0,64.0,0,4,18,0,0,0,No
43989,19910,Sales & Marketing,region_19,Bachelor's,M,other,1,32,2.0,4,0,50.0,0,7,10,0,1,0,No
43991,67265,Analytics,region_31,Bachelor's,M,sourcing,1,40,5.0,12,0,87.0,0,0,24,0,1,2,No
43992,25114,Sales & Marketing,region_7,Bachelor's,F,other,1,44,5.0,10,0,47.0,1,7,31,0,0,0,Yes
43993,64230,Sales & Marketing,region_13,Master's & above,M,other,1,33,5.0,5,0,49.0,0,7,4,2,1,0,No
43994,39888,Technology,region_2,Bachelor's,F,sourcing,1,37,4.0,7,0,82.0,0,8,11,0,0,2,No
43996,73227,Operations,region_22,Master's & above,M,referred,1,39,5.0,11,0,59.0,0,4,14,2,1,1,No
43998,58830,Sales & Marketing,region_2,Bachelor's,M,sourcing,1,35,3.0,8,0,46.0,0,7,11,0,1,2,No
44000,65982,Operations,region_4,Bachelor's,M,sourcing,1,27,5.0,5,0,57.0,0,4,28,0,1,2,No
44001,64493,Operations,region_7,Bachelor's,M,other,1,31,5.0,3,0,58.0,1,4,31,0,1,0,Yes
44002,5543,Technology,region_22,Bachelor's,M,sourcing,1,28,3.0,7,0,76.0,0,8,14,0,1,2,No
44006,15895,Operations,region_23,Bachelor's,M,sourcing,1,28,3.0,6,0,55.0,0,4,15,0,1,2,No
44008,49504,Technology,region_5,Master's & above,M,sourcing,1,32,3.0,9,0,79.0,0,8,29,2,1,2,No
44009,5835,Procurement,region_17,Bachelor's,M,sourcing,1,35,3.0,10,0,70.0,0,5,8,0,1,2,No
44011,40957,Procurement,region_22,Master's & above,M,sourcing,1,39,3.0,9,0,70.0,0,5,14,2,1,2,No
44013,32956,Operations,region_15,Bachelor's,M,sourcing,1,29,3.0,3,0,57.0,0,4,6,0,1,2,No
44014,31369,Sales & Marketing,region_7,Bachelor's,M,other,1,32,4.0,6,0,50.0,0,7,31,0,1,0,No
44019,11507,Operations,region_29,Bachelor's,F,sourcing,1,32,4.0,2,0,63.0,0,4,21,0,0,2,No
44020,45677,Sales & Marketing,region_24,Bachelor's,M,sourcing,1,28,2.0,3,0,55.0,0,7,16,0,1,2,No
44022,66719,Procurement,region_2,Bachelor's,M,other,1,34,5.0,9,0,72.0,1,5,11,0,1,0,Yes
44024,9605,Sales & Marketing,region_26,Bachelor's,M,sourcing,1,32,3.0,7,0,46.0,0,7,18,0,1,2,No
44025,7805,Operations,region_22,Master's & above,M,sourcing,1,37,3.0,10,0,57.0,0,4,14,2,1,2,No
44030,29964,Sales & Marketing,region_8,Bachelor's,M,sourcing,1,34,5.0,3,0,52.0,0,7,32,0,1,2,No
44031,25856,Procurement,region_17,Bachelor's,F,sourcing,1,29,4.0,2,0,77.0,0,5,8,0,0,2,No
44032,66987,HR,region_23,Bachelor's,M,other,1,32,3.0,3,0,54.0,0,2,15,0,1,0,No
44033,20972,Operations,region_14,Bachelor's,F,other,1,29,5.0,7,0,62.0,0,4,5,0,0,0,No
44034,75565,Operations,region_15,Master's & above,M,other,1,34,5.0,8,0,63.0,0,4,6,2,1,0,No
44035,11043,Analytics,region_7,Bachelor's,M,other,1,42,3.0,9,0,85.0,0,0,31,0,1,0,No
44038,39529,Sales & Marketing,region_7,Master's & above,M,other,1,48,4.0,7,0,52.0,0,7,31,2,1,0,No
44039,58578,Sales & Marketing,region_27,Bachelor's,M,sourcing,1,32,5.0,5,0,52.0,0,7,19,0,1,2,No
44040,42862,Operations,region_2,Master's & above,M,other,1,41,2.0,6,0,57.0,0,4,11,2,1,0,No
44041,28239,Sales & Marketing,region_30,Bachelor's,M,sourcing,1,36,3.0,9,0,50.0,0,7,23,0,1,2,No
44044,47822,Procurement,region_29,Bachelor's,M,other,1,30,3.0,3,0,77.0,0,5,21,0,1,0,No
44047,48870,Sales & Marketing,region_9,Bachelor's,M,sourcing,1,31,5.0,5,0,48.0,0,7,33,0,1,2,No
44048,65654,Sales & Marketing,region_26,Bachelor's,M,sourcing,1,25,4.0,3,0,47.0,0,7,18,0,1,2,No
44049,6603,Sales & Marketing,region_27,Bachelor's,M,other,1,39,4.0,3,0,47.0,0,7,19,0,1,0,No
44050,31828,Operations,region_7,Bachelor's,F,sourcing,1,32,4.0,6,0,57.0,0,4,31,0,0,2,No
44051,13451,Technology,region_22,Below Secondary,F,sourcing,1,22,4.0,2,0,81.0,0,8,14,1,0,2,No
44052,2345,Sales & Marketing,region_7,Master's & above,M,sourcing,1,31,5.0,4,0,48.0,0,7,31,2,1,2,No
44054,68591,Analytics,region_2,Bachelor's,M,other,1,29,5.0,8,0,85.0,0,0,11,0,1,0,No
44055,3069,Operations,region_34,Bachelor's,M,sourcing,1,36,5.0,7,0,57.0,0,4,27,0,1,2,No
44056,78282,Sales & Marketing,region_32,Bachelor's,M,other,1,34,2.0,8,0,51.0,0,7,25,0,1,0,No
44058,68688,Technology,region_13,Master's & above,F,other,1,32,3.0,5,0,92.0,1,8,4,2,0,0,Yes
44059,9478,Operations,region_13,Master's & above,M,other,1,32,3.0,4,0,63.0,0,4,4,2,1,0,No
44061,32035,Technology,region_2,Bachelor's,F,other,1,46,4.0,10,0,84.0,0,8,11,0,0,0,No
44064,62611,Legal,region_7,Master's & above,M,other,1,44,5.0,6,0,60.0,0,3,31,2,1,0,No
44066,59143,Legal,region_22,Bachelor's,M,other,1,39,5.0,6,0,59.0,0,3,14,0,1,0,No
44069,61430,Procurement,region_5,Bachelor's,F,other,1,31,3.0,9,0,69.0,0,5,29,0,0,0,No
44071,30514,Finance,region_7,Master's & above,M,other,1,38,4.0,4,0,60.0,0,1,31,2,1,0,No
44074,22060,Procurement,region_16,Bachelor's,F,other,1,29,3.0,3,0,68.0,0,5,7,0,0,0,No
44077,20457,Procurement,region_7,Master's & above,M,sourcing,1,33,3.0,3,0,68.0,0,5,31,2,1,2,No
44078,60121,HR,region_11,Bachelor's,M,other,1,28,3.0,3,0,51.0,0,2,2,0,1,0,No
44079,53710,Operations,region_23,Master's & above,M,sourcing,1,35,4.0,2,0,59.0,0,4,15,2,1,2,No
44080,39990,Sales & Marketing,region_29,Bachelor's,M,other,1,35,3.0,4,0,48.0,0,7,21,0,1,0,No
44083,33013,Sales & Marketing,region_21,Master's & above,M,sourcing,1,37,3.0,6,0,49.0,0,7,13,2,1,2,No
44084,36527,Technology,region_26,Bachelor's,F,other,1,25,4.0,2,0,80.0,0,8,18,0,0,0,No
44085,25081,Procurement,region_30,Bachelor's,F,sourcing,1,33,5.0,7,0,79.0,1,5,23,0,0,2,Yes
44086,28203,Operations,region_3,Master's & above,M,other,1,34,3.0,2,0,55.0,0,4,22,2,1,0,No
44088,39254,Finance,region_23,Master's & above,M,other,1,36,3.0,3,0,63.0,0,1,15,2,1,0,No
44093,16170,Technology,region_7,Bachelor's,F,sourcing,1,36,3.0,7,0,79.0,0,8,31,0,0,2,No
44095,36446,Sales & Marketing,region_7,Master's & above,M,sourcing,1,41,4.0,8,0,51.0,1,7,31,2,1,2,Yes
44096,63668,Sales & Marketing,region_18,Bachelor's,M,other,1,30,2.0,6,0,49.0,0,7,9,0,1,0,No
44097,24919,Sales & Marketing,region_2,Master's & above,M,sourcing,1,43,3.0,4,0,50.0,0,7,11,2,1,2,No
44099,30419,Sales & Marketing,region_24,Bachelor's,M,other,1,34,4.0,3,0,52.0,0,7,16,0,1,0,No
44101,1326,Technology,region_7,Bachelor's,F,sourcing,1,33,3.0,4,0,80.0,0,8,31,0,0,2,No
44104,71640,Sales & Marketing,region_10,Master's & above,M,sourcing,1,44,3.0,11,0,55.0,0,7,1,2,1,2,No
44107,54859,Operations,region_31,Bachelor's,F,sourcing,1,32,3.0,7,0,58.0,1,4,24,0,0,2,Yes
44108,35552,Operations,region_2,Bachelor's,M,sourcing,1,30,4.0,3,0,60.0,0,4,11,0,1,2,No
44112,75550,Finance,region_16,Bachelor's,M,other,1,31,3.0,5,0,64.0,0,1,7,0,1,0,No
44113,931,Procurement,region_4,Master's & above,F,sourcing,1,39,4.0,10,0,71.0,1,5,28,2,0,2,Yes
44115,40981,Technology,region_13,Master's & above,F,sourcing,1,47,4.0,6,0,83.0,0,8,4,2,0,2,No
44116,57102,Technology,region_13,Bachelor's,F,other,1,22,3.0,3,0,83.0,1,8,4,0,0,0,Yes
44117,59581,Sales & Marketing,region_15,Master's & above,M,sourcing,1,35,2.0,9,0,51.0,0,7,6,2,1,2,No
44118,13358,Analytics,region_15,Bachelor's,M,other,1,26,3.0,3,0,82.0,0,0,6,0,1,0,No
44119,69501,Finance,region_22,Master's & above,F,other,1,33,3.0,8,0,60.0,0,1,14,2,0,0,No
44121,38717,Operations,region_15,Bachelor's,M,other,1,43,3.0,7,0,59.0,0,4,6,0,1,0,No
44123,32620,Procurement,region_2,Bachelor's,M,sourcing,1,33,3.0,6,0,68.0,0,5,11,0,1,2,No
44124,2015,Procurement,region_21,Master's & above,M,other,1,32,5.0,3,0,68.0,0,5,13,2,1,0,No
44127,47405,Sales & Marketing,region_19,Bachelor's,M,sourcing,1,40,4.0,10,0,49.0,0,7,10,0,1,2,No
44136,21847,Operations,region_28,Bachelor's,M,sourcing,1,28,4.0,2,0,55.0,0,4,20,0,1,2,No
44140,17979,Operations,region_22,Bachelor's,M,sourcing,1,33,5.0,6,0,60.0,0,4,14,0,1,2,No
44141,17308,Sales & Marketing,region_7,Bachelor's,F,other,1,25,4.0,2,0,53.0,0,7,31,0,0,0,No
44142,43423,Sales & Marketing,region_13,Bachelor's,M,other,1,34,4.0,7,0,53.0,0,7,4,0,1,0,No
44143,68691,Procurement,region_2,Bachelor's,F,sourcing,1,53,4.0,2,0,70.0,0,5,11,0,0,2,No
44144,29036,Sales & Marketing,region_16,Master's & above,M,other,1,33,3.0,8,0,49.0,0,7,7,2,1,0,No
44145,75745,R&D,region_7,Master's & above,M,other,1,37,4.0,10,0,81.0,0,6,31,2,1,0,No
44148,20424,Operations,region_2,Bachelor's,F,other,1,36,3.0,7,0,58.0,0,4,11,0,0,0,No
44150,185,Technology,region_11,Master's & above,M,sourcing,1,34,3.0,7,0,79.0,0,8,2,2,1,2,No
44151,44471,Technology,region_2,Bachelor's,M,referred,1,30,4.0,6,0,76.0,0,8,11,0,1,1,No
44155,61168,Sales & Marketing,region_4,Master's & above,M,sourcing,1,39,5.0,7,0,52.0,0,7,28,2,1,2,No
44156,4007,Sales & Marketing,region_8,Master's & above,M,other,1,38,3.0,10,0,46.0,0,7,32,2,1,0,No
44157,74501,HR,region_13,Bachelor's,F,other,1,25,3.0,2,0,55.0,0,2,4,0,0,0,No
44159,17091,Analytics,region_2,Master's & above,M,other,1,45,5.0,5,0,86.0,0,0,11,2,1,0,No
44161,50555,Sales & Marketing,region_2,Bachelor's,M,sourcing,1,32,2.0,6,0,52.0,1,7,11,0,1,2,Yes
44162,60742,Analytics,region_6,Bachelor's,M,sourcing,1,33,3.0,2,0,88.0,0,0,30,0,1,2,No
44163,60794,Operations,region_15,Bachelor's,M,other,1,35,3.0,8,0,58.0,0,4,6,0,1,0,No
44166,51820,R&D,region_22,Bachelor's,M,sourcing,1,27,3.0,2,0,88.0,0,6,14,0,1,2,No
44170,14316,Sales & Marketing,region_6,Bachelor's,M,sourcing,1,31,3.0,7,0,58.0,1,7,30,0,1,2,Yes
44171,38269,Sales & Marketing,region_11,Bachelor's,M,other,1,28,4.0,4,0,49.0,0,7,2,0,1,0,No
44172,15535,Technology,region_13,Bachelor's,M,referred,1,31,3.0,6,0,78.0,0,8,4,0,1,1,No
44173,56663,Sales & Marketing,region_16,Master's & above,M,other,1,30,2.0,5,0,49.0,0,7,7,2,1,0,No
44174,14654,Technology,region_2,Bachelor's,M,sourcing,1,31,5.0,8,0,81.0,0,8,11,0,1,2,No
44176,17903,Procurement,region_7,Bachelor's,M,sourcing,1,40,5.0,7,0,68.0,1,5,31,0,1,2,Yes
44177,58793,Sales & Marketing,region_13,Master's & above,F,sourcing,1,35,5.0,4,0,47.0,0,7,4,2,0,2,No
44179,7582,Operations,region_13,Master's & above,M,other,1,41,5.0,13,0,57.0,0,4,4,2,1,0,No
44180,64453,Sales & Marketing,region_13,Master's & above,M,other,1,56,3.0,15,1,84.0,1,7,4,2,1,0,Yes
44182,47464,Procurement,region_8,Master's & above,F,other,1,35,3.0,7,0,73.0,0,5,32,2,0,0,No
44183,58360,Procurement,region_16,Bachelor's,F,sourcing,1,31,3.0,7,1,72.0,0,5,7,0,0,2,No
44184,30323,Sales & Marketing,region_2,Master's & above,M,other,1,36,3.0,4,0,52.0,0,7,11,2,1,0,No
44186,47365,Procurement,region_13,Master's & above,F,other,1,37,3.0,7,0,70.0,0,5,4,2,0,0,No
44187,35451,Sales & Marketing,region_7,Bachelor's,M,other,1,33,3.0,4,0,50.0,0,7,31,0,1,0,No
44188,33059,Finance,region_27,Bachelor's,F,sourcing,1,25,5.0,5,0,63.0,0,1,19,0,0,2,No
44192,3833,Technology,region_15,Bachelor's,M,sourcing,1,31,5.0,7,0,81.0,1,8,6,0,1,2,Yes
44194,71649,Technology,region_22,Master's & above,M,sourcing,1,41,3.0,5,0,84.0,0,8,14,2,1,2,No
44196,10982,Sales & Marketing,region_26,Bachelor's,M,other,1,40,2.0,11,0,47.0,0,7,18,0,1,0,No
44198,1651,Technology,region_13,Master's & above,M,sourcing,1,37,3.0,8,0,78.0,0,8,4,2,1,2,No
44199,20445,Operations,region_15,Bachelor's,M,other,1,28,3.0,3,0,56.0,0,4,6,0,1,0,No
44200,50669,Operations,region_28,Bachelor's,M,sourcing,1,30,4.0,6,0,57.0,0,4,20,0,1,2,No
44201,30218,Procurement,region_2,Master's & above,F,other,1,45,3.0,14,0,71.0,0,5,11,2,0,0,No
44202,1306,Sales & Marketing,region_3,Bachelor's,M,sourcing,1,31,2.0,7,0,51.0,0,7,22,0,1,2,No
44203,62846,Operations,region_26,Bachelor's,F,other,1,32,5.0,7,0,54.0,0,4,18,0,0,0,No
44205,54284,Procurement,region_31,Bachelor's,F,sourcing,1,34,3.0,8,0,75.0,0,5,24,0,0,2,No
44208,22430,Procurement,region_7,Master's & above,M,other,1,52,4.0,15,0,71.0,0,5,31,2,1,0,No
44209,11867,Operations,region_15,Bachelor's,F,other,1,27,3.0,2,0,59.0,0,4,6,0,0,0,No
44210,380,Sales & Marketing,region_26,Bachelor's,M,sourcing,1,31,4.0,2,0,48.0,0,7,18,0,1,2,No
44211,34026,Sales & Marketing,region_5,Bachelor's,M,other,1,29,2.0,7,0,47.0,0,7,29,0,1,0,No
44214,1132,Procurement,region_16,Master's & above,M,other,1,42,2.0,5,0,69.0,0,5,7,2,1,0,No
44216,57669,Sales & Marketing,region_1,Bachelor's,M,other,1,26,3.0,2,0,51.0,0,7,0,0,1,0,No
44217,14703,Sales & Marketing,region_32,Bachelor's,M,other,1,33,3.0,5,0,49.0,0,7,25,0,1,0,No
44218,54926,Legal,region_27,Bachelor's,M,sourcing,1,28,5.0,2,0,59.0,1,3,19,0,1,2,Yes
44219,41694,Analytics,region_2,Bachelor's,M,other,1,41,3.0,14,0,84.0,0,0,11,0,1,0,No
44223,72034,Sales & Marketing,region_22,Bachelor's,M,other,1,45,5.0,7,0,53.0,0,7,14,0,1,0,No
44225,2429,Technology,region_27,Bachelor's,F,sourcing,1,28,5.0,2,0,79.0,0,8,19,0,0,2,No
44226,13290,Sales & Marketing,region_2,Bachelor's,M,sourcing,1,60,2.0,10,0,46.0,0,7,11,0,1,2,No
44227,58382,Operations,region_2,Master's & above,M,other,1,42,5.0,7,0,62.0,0,4,11,2,1,0,No
44228,69897,Analytics,region_22,Master's & above,M,other,1,34,4.0,7,0,88.0,0,0,14,2,1,0,No
44229,76540,Legal,region_22,Below Secondary,M,other,1,24,4.0,1,0,63.0,0,3,14,1,1,0,No
44231,24743,Procurement,region_2,Bachelor's,M,other,1,43,2.0,13,0,66.0,0,5,11,0,1,0,No
44233,77280,Sales & Marketing,region_17,Bachelor's,M,sourcing,1,25,3.0,2,0,46.0,0,7,8,0,1,2,No
44234,9530,Finance,region_26,Bachelor's,F,sourcing,1,29,3.0,3,0,57.0,0,1,18,0,0,2,No
44237,24989,Operations,region_8,Master's & above,M,other,1,36,4.0,5,0,60.0,0,4,32,2,1,0,No
44245,63057,Analytics,region_31,Bachelor's,M,other,1,30,4.0,2,0,79.0,0,0,24,0,1,0,No
44246,77006,Sales & Marketing,region_22,Bachelor's,F,other,1,34,5.0,9,0,48.0,0,7,14,0,0,0,No
44249,38783,Operations,region_22,Master's & above,M,sourcing,1,43,5.0,5,0,60.0,0,4,14,2,1,2,No
44251,32916,Procurement,region_2,Bachelor's,M,other,1,29,4.0,3,0,69.0,0,5,11,0,1,0,No
44255,34119,Sales & Marketing,region_20,Bachelor's,F,other,1,30,4.0,2,0,48.0,0,7,12,0,0,0,No
44256,70500,Technology,region_17,Bachelor's,M,sourcing,1,38,2.0,7,0,81.0,0,8,8,0,1,2,No
44257,15190,Sales & Marketing,region_16,Bachelor's,M,other,1,51,4.0,8,0,56.0,0,7,7,0,1,0,No
